0,1.730644e+01
1,9.820375e+00
2,6.589379e+00
3,5.012324e+00
4,3.810732e+00
5,2.622563e+00
6,1.687056e+00
7,1.069908e+00
8,6.868063e-01
9,4.621230e-01
10,3.365317e-01
11,2.633314e-01
12,2.159498e-01
13,2.010912e-01
14,1.835028e-01
15,1.227499e-01
16,1.003099e-01
17,8.320947e-02
18,5.388739e-02
19,4.320159e-02
20,3.453402e-02
21,2.420198e-02
22,2.098945e-02
23,1.694189e-02
24,1.331019e-02
25,1.187718e-02
26,9.431871e-03
27,7.606632e-03
28,6.318696e-03
29,4.704446e-03
30,3.709382e-03
31,2.874314e-03
32,2.139751e-03
33,1.714028e-03
34,1.329828e-03
35,1.052961e-03
36,8.800605e-04
37,7.033908e-04
38,5.786667e-04
39,4.796269e-04
40,3.789028e-04
41,3.040873e-04
42,2.395212e-04
43,1.838693e-04
44,1.446339e-04
45,1.121923e-04
46,8.759559e-05
47,7.037029e-05
48,5.651215e-05
49,4.645299e-05
50,3.819386e-05
51,3.108123e-05
52,2.542422e-05
53,2.026286e-05
54,1.609944e-05
55,1.270317e-05
56,9.860280e-06
57,7.772386e-06
58,6.124169e-06
59,4.834885e-06
60,3.901186e-06
61,3.136597e-06
62,2.544821e-06
63,2.069742e-06
64,1.670433e-06
65,1.353462e-06
66,1.085241e-06
67,8.645039e-07
68,6.884948e-07
69,5.440006e-07
70,4.309296e-07
71,3.401453e-07
72,2.681752e-07
73,2.141206e-07
74,1.715061e-07
75,1.387616e-07
76,1.136535e-07
77,9.181412e-08
78,7.515992e-08
79,6.083257e-08
80,4.822086e-08
81,3.874368e-08
82,2.990518e-08
83,2.387753e-08
84,1.873457e-08
85,1.473338e-08
86,1.200563e-08
87,9.425813e-09
88,7.905978e-09
89,6.228174e-09
90,5.107213e-09
91,4.086361e-09
92,3.256878e-09
93,2.649155e-09
94,2.063170e-09
95,1.659513e-09
96,1.292385e-09
97,1.041021e-09
98,8.218453e-10
99,6.612688e-10
100,5.232364e-10
101,4.295821e-10
102,3.400608e-10
103,2.769480e-10
104,2.224295e-10
105,1.808839e-10
106,1.432076e-10
107,1.145637e-10
108,9.018958e-11
